claim_id,worker_id,baseline_hourly_income,actual_hourly_income,earnings_drop_ratio,disruption_hours,active_hours_during_disruption,orders_completed_during_disruption,avg_orders_per_hour,gps_zone_match,distance_from_zone_center,past_claim_count,claim_frequency,approval_ratio,zone_risk_score,disruption_type
808,908,93.44,25.21,0.7302,4,4,0,0.0,1,1.56,0,0.0,1.0,0.72,weather
809,909,101.36,24.27,0.7606,5,5,3,0.6,1,2.0,2,0.08,1.0,0.68,aqi
810,910,109.72,13.15,0.8801,6,6,0,0.0,1,1.74,2,0.5,1.0,0.51,weather
811,911,104.34,32.04,0.6929,4,4,2,0.5,1,2.52,0,0.0,1.0,0.6,weather
812,912,111.47,26.64,0.761,3,3,1,0.3333,1,1.23,2,0.125,1.0,0.69,aqi
813,913,101.87,13.48,0.8677,3,3,2,0.6667,0,24.38,6,1.0,0.1667,0.17,weather
814,914,144.64,10.63,0.9265,5,5,1,0.2,1,1.45,1,0.0909,1.0,0.87,aqi
815,915,138.57,29.83,0.7847,5,5,3,0.6,1,2.7,0,0.0,1.0,0.47,weather
816,916,121.95,30.83,0.7472,4,4,2,0.5,1,2.0,0,0.0,1.0,0.86,curfew
817,917,137.38,19.83,0.8557,5,5,0,0.0,1,2.07,0,0.0,1.0,0.83,curfew
818,918,133.64,33.54,0.749,4,4,0,0.0,1,0.92,2,0.0714,1.0,0.78,aqi
819,919,100.74,31.37,0.6886,6,6,3,0.5,1,2.29,1,0.0286,1.0,0.53,aqi
820,920,102.43,36.85,0.6402,3,3,3,1.0,1,2.66,0,0.0,1.0,0.55,aqi
821,921,105.27,12.54,0.8809,5,5,0,0.0,1,1.24,1,0.027,1.0,0.52,weather
822,922,115.57,24.03,0.7921,5,5,3,0.6,1,1.42,1,0.0286,1.0,0.54,weather
823,923,105.94,12.28,0.8841,4,4,0,0.0,1,1.24,2,0.0556,1.0,0.67,weather
824,924,95.9,12.14,0.8734,4,4,0,0.0,1,1.87,0,0.0,1.0,0.74,aqi
825,925,101.44,28.12,0.7228,5,5,1,0.2,1,3.0,2,0.0385,1.0,0.77,aqi
826,926,139.34,101.33,0.2728,5,5,7,1.4,1,0.47,2,0.2,0.0,0.36,weather
827,927,103.62,32.47,0.6866,4,4,3,0.75,1,1.08,2,0.0488,1.0,0.78,curfew
828,928,137.51,19.39,0.859,5,5,1,0.2,1,1.57,1,0.0208,1.0,0.5,aqi
829,929,112.48,27.33,0.757,3,3,1,0.3333,1,1.26,0,0.0,1.0,0.65,curfew
830,930,103.53,22.77,0.7801,5,5,3,0.6,1,2.41,2,0.0417,1.0,0.55,curfew
831,931,99.22,29.05,0.7072,3,3,2,0.6667,0,21.36,6,0.6,0.6667,0.45,aqi
832,932,93.82,21.59,0.7699,6,6,3,0.5,1,0.77,1,0.025,1.0,0.72,aqi
833,933,123.17,0.0,1.0,3,1,0,0.0,1,1.67,5,0.5,0.0,0.17,weather
834,934,107.03,16.99,0.8413,6,6,0,0.0,1,1.64,2,0.0741,1.0,0.41,aqi
835,935,113.47,39.69,0.6502,6,6,1,0.1667,1,1.84,2,0.0588,1.0,0.43,weather
836,936,115.93,98.39,0.1513,4,4,7,1.75,1,0.08,4,0.4,0.5,0.18,aqi
837,937,149.47,23.37,0.8436,3,3,3,1.0,1,2.01,2,0.1053,1.0,0.56,curfew
838,938,117.76,11.17,0.9051,6,6,0,0.0,1,1.22,1,0.0303,1.0,0.75,curfew
839,939,126.78,34.3,0.7295,6,6,1,0.1667,1,1.54,2,0.1333,1.0,0.77,aqi
840,940,131.91,12.87,0.9024,4,4,0,0.0,1,1.1,1,0.0714,1.0,0.84,curfew
841,941,131.88,31.67,0.7599,3,3,1,0.3333,1,2.77,2,0.0667,1.0,0.46,aqi
842,942,135.99,0.0,1.0,3,2,0,0.0,1,0.88,4,1.3333,0.0,0.3,aqi
843,943,110.62,85.97,0.2228,6,6,5,0.8333,1,0.2,4,4.0,0.0,0.38,weather
844,944,119.09,12.05,0.8988,6,6,1,0.1667,1,2.28,0,0.0,1.0,0.64,aqi
845,945,140.31,28.21,0.7989,4,4,1,0.25,1,1.24,2,0.0526,1.0,0.6,weather
846,946,130.64,14.6,0.8882,3,3,2,0.6667,1,0.94,0,0.0,1.0,0.85,curfew
847,947,140.19,34.35,0.755,3,3,0,0.0,1,1.48,1,0.0435,1.0,0.43,weather
848,948,145.73,17.49,0.88,6,6,1,0.1667,0,14.0,5,5.0,0.0,0.5,aqi
849,949,103.23,36.47,0.6467,3,3,1,0.3333,1,2.31,1,0.1667,1.0,0.66,aqi
850,950,127.48,38.03,0.7017,4,4,3,0.75,1,2.85,0,0.0,1.0,0.51,aqi
851,951,114.13,19.49,0.8292,3,3,3,1.0,1,1.03,0,0.0,1.0,0.73,aqi
852,952,92.64,36.56,0.6054,5,5,3,0.6,1,1.25,1,0.0238,1.0,0.89,weather
853,953,105.12,12.84,0.8779,4,4,2,0.5,1,2.95,1,0.0208,1.0,0.74,curfew
854,954,135.7,0.0,1.0,4,3,0,0.0,1,1.96,2,0.25,0.0,0.11,aqi
855,955,120.21,31.14,0.741,4,4,0,0.0,1,1.08,0,0.0,1.0,0.55,curfew
856,956,127.19,11.8,0.9072,4,4,2,0.5,1,1.75,0,0.0,1.0,0.59,curfew
857,957,142.64,0.0,1.0,6,2,0,0.0,1,0.63,6,6.0,0.5,0.36,aqi
858,958,140.82,19.94,0.8584,4,4,1,0.25,1,1.01,2,0.2857,1.0,0.89,curfew
859,959,126.48,21.44,0.8305,4,4,2,0.5,1,0.96,0,0.0,1.0,0.43,aqi
860,960,128.06,12.83,0.8998,4,4,1,0.25,0,12.51,6,2.0,0.6667,0.43,weather
861,961,115.57,24.01,0.7922,3,3,1,0.3333,1,2.3,1,0.0526,1.0,0.49,weather
862,962,148.06,16.04,0.8917,6,6,3,0.5,1,0.7,1,0.037,1.0,0.59,aqi
863,963,135.62,34.59,0.7449,6,6,3,0.5,1,0.55,1,0.0357,1.0,0.83,aqi
864,964,123.17,15.27,0.876,4,4,3,0.75,1,1.66,1,0.0303,1.0,0.59,curfew
865,965,98.2,24.08,0.7548,5,5,1,0.2,1,2.79,0,0.0,1.0,0.83,curfew
866,966,114.27,22.47,0.8034,6,6,3,0.5,1,2.93,1,0.037,1.0,0.64,curfew
867,967,114.53,11.16,0.9026,3,3,0,0.0,1,1.46,0,0.0,1.0,0.5,aqi
868,968,120.58,24.66,0.7955,5,5,2,0.4,1,2.24,1,0.0222,1.0,0.86,curfew
869,969,92.07,34.39,0.6265,6,6,0,0.0,1,2.24,0,0.0,1.0,0.53,aqi
870,970,105.26,28.06,0.7334,4,4,1,0.25,1,0.53,2,0.2222,1.0,0.76,aqi
871,971,121.11,15.66,0.8707,3,3,3,1.0,1,0.91,1,0.0323,1.0,0.75,curfew
872,972,125.16,32.02,0.7442,6,6,0,0.0,1,0.77,1,0.025,1.0,0.81,aqi
873,973,131.94,10.19,0.9228,6,6,1,0.1667,1,2.54,0,0.0,1.0,0.43,curfew
874,974,129.27,31.99,0.7525,6,6,1,0.1667,1,0.94,2,0.1333,1.0,0.47,aqi
875,975,117.04,34.43,0.7058,3,3,1,0.3333,1,1.0,0,0.0,1.0,0.8,weather
876,976,116.44,37.39,0.6789,6,6,0,0.0,1,2.67,0,0.0,1.0,0.55,aqi
877,977,91.78,79.39,0.135,3,3,7,2.3333,1,0.34,2,1.0,0.0,0.21,weather
878,978,95.81,25.67,0.7321,3,3,0,0.0,1,1.44,1,0.027,1.0,0.87,aqi
879,979,110.19,30.46,0.7236,6,6,2,0.3333,1,3.0,1,0.0526,1.0,0.73,aqi
880,980,142.38,34.19,0.7599,5,5,0,0.0,1,1.64,1,0.0208,1.0,0.76,weather
881,981,106.77,0.0,1.0,3,3,0,0.0,1,1.53,4,1.0,0.25,0.35,aqi
882,982,90.19,29.14,0.6769,4,4,2,0.5,1,0.54,0,0.0,1.0,0.88,curfew
883,983,104.01,24.54,0.7641,6,6,0,0.0,1,1.37,2,0.0588,1.0,0.83,weather
884,984,126.43,31.36,0.752,5,5,0,0.0,1,0.82,1,0.1111,1.0,0.82,curfew
885,985,100.08,23.39,0.7663,6,6,0,0.0,1,1.71,0,0.0,1.0,0.52,weather
886,986,96.33,39.8,0.5868,3,3,0,0.0,1,0.9,1,0.0417,1.0,0.78,weather
887,987,147.09,30.12,0.7952,6,6,1,0.1667,1,2.81,2,0.0455,1.0,0.65,curfew
888,988,145.91,32.99,0.7739,4,4,0,0.0,1,2.11,2,0.0714,1.0,0.77,curfew
889,989,138.51,16.71,0.8794,6,6,0,0.0,1,1.23,0,0.0,1.0,0.57,curfew
890,990,124.37,13.82,0.8889,3,3,2,0.6667,1,2.89,2,0.05,1.0,0.4,weather
891,991,140.83,39.4,0.7202,4,4,2,0.5,1,2.43,0,0.0,1.0,0.66,curfew
892,992,113.72,26.15,0.77,3,3,3,1.0,1,1.29,0,0.0,1.0,0.65,aqi
893,993,134.82,26.98,0.7999,5,5,1,0.2,0,21.98,6,1.2,0.0,0.21,aqi
894,994,119.7,31.12,0.74,4,4,3,0.75,1,0.65,0,0.0,1.0,0.81,weather
895,995,132.02,11.58,0.9123,4,4,1,0.25,1,2.64,1,0.02,1.0,0.55,curfew
896,996,149.46,26.44,0.8231,4,4,2,0.5,1,1.56,1,0.0294,1.0,0.78,aqi
897,997,131.78,77.8,0.4096,5,5,8,1.6,1,0.2,4,1.3333,0.5,0.45,weather
898,998,117.45,14.91,0.8731,5,5,1,0.2,1,1.6,1,0.0294,1.0,0.85,weather
899,999,134.12,10.27,0.9234,4,4,0,0.0,1,2.2,1,0.0769,1.0,0.88,aqi
900,1000,145.56,12.88,0.9115,4,4,3,0.75,1,0.95,0,0.0,1.0,0.89,curfew
901,1001,148.18,28.81,0.8056,6,6,3,0.5,1,1.11,0,0.0,1.0,0.6,aqi
902,1002,129.17,21.26,0.8354,4,4,0,0.0,1,2.44,1,0.0222,1.0,0.54,curfew
903,1003,97.2,12.48,0.8716,3,3,3,1.0,1,2.1,0,0.0,1.0,0.41,curfew
904,1004,106.42,32.36,0.6959,6,6,1,0.1667,1,1.46,2,0.0444,1.0,0.62,curfew
905,1005,132.83,27.24,0.7949,5,5,1,0.2,0,18.11,5,5.0,0.6,0.13,weather
906,1006,147.94,36.93,0.7504,4,4,1,0.25,1,2.66,0,0.0,1.0,0.4,aqi
907,1007,92.35,27.25,0.7049,3,3,1,0.3333,1,0.72,0,0.0,1.0,0.44,weather
908,1008,147.98,15.15,0.8976,5,5,0,0.0,1,1.12,2,0.3333,1.0,0.85,aqi
909,1009,98.39,24.71,0.7489,6,6,2,0.3333,1,1.81,2,0.0769,1.0,0.67,weather
910,1010,104.23,15.64,0.8499,3,3,2,0.6667,1,2.64,0,0.0,1.0,0.7,weather
911,1011,97.71,28.67,0.7066,5,5,0,0.0,1,1.87,1,0.05,1.0,0.72,weather
912,1012,146.68,30.3,0.7934,3,3,1,0.3333,1,1.84,2,0.25,1.0,0.77,curfew
913,1013,132.87,26.91,0.7975,4,4,1,0.25,1,1.55,1,0.0769,1.0,0.9,aqi
914,1014,94.65,13.74,0.8548,4,4,0,0.0,1,2.21,0,0.0,1.0,0.56,weather
915,1015,136.68,14.39,0.8947,5,5,1,0.2,1,1.18,1,0.1,1.0,0.89,weather
916,1016,136.96,13.71,0.8999,3,3,2,0.6667,1,1.97,0,0.0,1.0,0.66,curfew
917,1017,123.09,28.22,0.7707,5,5,0,0.0,1,0.93,1,0.0192,1.0,0.49,curfew
918,1018,118.61,13.83,0.8834,6,6,0,0.0,1,2.22,0,0.0,1.0,0.73,weather
919,1019,93.17,31.76,0.6591,5,5,2,0.4,1,2.27,2,0.1053,1.0,0.7,curfew
920,1020,149.17,33.95,0.7724,6,6,2,0.3333,1,1.19,2,0.0645,1.0,0.87,weather
921,1021,146.85,22.2,0.8488,3,3,2,0.6667,1,2.61,0,0.0,1.0,0.44,weather
922,1022,124.52,12.54,0.8993,4,4,2,0.5,1,1.89,0,0.0,1.0,0.88,aqi
923,1023,118.78,25.45,0.7857,4,4,0,0.0,1,1.51,0,0.0,1.0,0.86,curfew
924,1024,122.06,0.0,1.0,6,3,0,0.0,1,0.56,6,0.6667,0.0,0.34,weather
925,1025,100.49,21.01,0.7909,4,4,1,0.25,1,1.78,1,0.1429,1.0,0.65,weather
926,1026,110.28,30.37,0.7246,3,3,0,0.0,1,1.23,1,0.0294,1.0,0.53,weather
927,1027,103.05,19.14,0.8143,6,6,0,0.0,1,2.84,1,0.0233,1.0,0.43,weather
928,1028,107.9,13.21,0.8776,5,5,2,0.4,1,2.73,1,0.0667,1.0,0.58,weather
929,1029,95.08,25.43,0.7325,4,4,1,0.25,1,1.53,0,0.0,1.0,0.48,curfew
930,1030,113.72,18.98,0.8331,6,6,3,0.5,1,2.73,1,0.0263,1.0,0.45,aqi
931,1031,99.71,20.61,0.7933,6,6,3,0.5,1,0.51,0,0.0,1.0,0.46,aqi
932,1032,134.64,106.04,0.2124,6,6,5,0.8333,1,0.33,4,0.5,0.0,0.27,aqi
933,1033,109.49,32.93,0.6992,4,4,3,0.75,1,1.75,1,0.0196,1.0,0.47,weather
934,1034,99.33,25.0,0.7483,4,4,1,0.25,1,0.63,1,0.04,1.0,0.89,curfew
935,1035,106.93,73.3,0.3145,6,6,7,1.1667,1,0.12,6,2.0,0.1667,0.2,weather
936,1036,129.98,22.87,0.824,4,4,3,0.75,1,2.27,2,0.2,1.0,0.77,curfew
937,1037,103.76,13.97,0.8654,4,4,0,0.0,1,1.18,0,0.0,1.0,0.61,curfew
938,1038,112.82,25.75,0.7718,3,3,1,0.3333,1,1.05,1,0.0323,1.0,0.43,aqi
939,1039,96.6,20.91,0.7835,5,5,2,0.4,1,2.28,1,0.0526,1.0,0.85,weather
940,1040,134.69,0.0,1.0,3,1,0,0.0,1,0.64,6,1.2,0.0,0.27,aqi
941,1041,110.06,13.35,0.8787,5,5,0,0.0,1,2.21,1,0.0833,1.0,0.58,aqi
942,1042,104.3,18.28,0.8247,5,5,3,0.6,1,0.72,0,0.0,1.0,0.71,curfew
943,1043,132.28,28.51,0.7845,4,4,1,0.25,0,28.84,4,0.4,0.25,0.39,weather
944,1044,92.63,15.75,0.83,4,4,2,0.5,1,2.73,2,0.0385,1.0,0.89,aqi
945,1045,144.65,12.03,0.9168,3,3,3,1.0,1,1.81,0,0.0,1.0,0.48,aqi
946,1046,107.38,38.67,0.6399,4,4,0,0.0,1,2.49,0,0.0,1.0,0.77,aqi
947,1047,99.93,32.52,0.6746,3,3,3,1.0,1,1.91,1,0.0357,1.0,0.7,weather
948,1048,124.31,27.76,0.7767,4,4,0,0.0,1,2.7,1,0.0278,1.0,0.65,curfew
949,1049,141.15,18.89,0.8662,5,5,2,0.4,1,1.88,0,0.0,1.0,0.42,weather
950,1050,146.52,18.33,0.8749,4,4,1,0.25,1,1.18,2,0.2857,1.0,0.89,weather
951,1051,128.92,28.98,0.7752,3,3,2,0.6667,1,1.31,2,0.0408,1.0,0.53,weather
952,1052,109.48,11.72,0.8929,5,5,0,0.0,1,2.56,2,0.1111,1.0,0.88,weather
953,1053,122.24,39.36,0.678,3,3,0,0.0,1,2.31,1,0.0208,1.0,0.87,aqi
954,1054,139.01,16.62,0.8804,4,4,2,0.5,1,1.01,1,0.0227,1.0,0.48,weather
955,1055,112.12,37.07,0.6694,6,6,0,0.0,1,1.74,0,0.0,1.0,0.81,weather
956,1056,146.6,15.41,0.8949,6,6,2,0.3333,1,0.55,0,0.0,1.0,0.81,curfew
957,1057,98.61,22.79,0.7689,3,3,3,1.0,1,2.77,0,0.0,1.0,0.76,weather
958,1058,126.2,21.34,0.8309,3,3,0,0.0,1,0.78,2,0.5,1.0,0.87,weather
959,1059,106.06,38.16,0.6402,3,3,0,0.0,1,2.48,0,0.0,1.0,0.67,aqi
960,1060,102.14,24.41,0.761,3,3,3,1.0,1,2.54,1,0.0435,1.0,0.64,weather
961,1061,122.62,0.0,1.0,5,1,0,0.0,1,1.67,6,3.0,0.3333,0.14,aqi
962,1062,103.6,17.71,0.8291,4,4,2,0.5,0,23.11,5,1.25,0.0,0.3,weather
963,1063,111.44,28.47,0.7445,5,5,0,0.0,1,1.4,0,0.0,1.0,0.7,weather
964,1064,125.98,30.38,0.7589,5,5,1,0.2,1,2.73,1,0.0213,1.0,0.71,aqi
965,1065,106.27,24.98,0.7649,3,3,2,0.6667,1,2.83,0,0.0,1.0,0.79,weather
966,1066,109.22,21.72,0.8011,4,4,3,0.75,1,2.54,2,0.1818,1.0,0.61,curfew
967,1067,109.38,13.83,0.8736,3,3,3,1.0,1,1.38,1,0.0286,1.0,0.64,aqi
968,1068,98.29,38.32,0.6101,5,5,1,0.2,1,1.46,1,0.0256,1.0,0.67,aqi
969,1069,113.08,27.43,0.7574,4,4,3,0.75,1,1.82,2,0.0417,1.0,0.51,weather
970,1070,102.2,35.52,0.6524,3,3,2,0.6667,1,1.9,0,0.0,1.0,0.43,aqi
971,1071,107.68,14.32,0.867,4,4,3,0.75,1,1.11,0,0.0,1.0,0.77,weather
972,1072,112.65,10.79,0.9042,4,4,3,0.75,1,1.43,0,0.0,1.0,0.73,weather
973,1073,91.81,20.96,0.7717,4,4,0,0.0,1,1.11,2,0.5,1.0,0.82,aqi
974,1074,134.61,99.92,0.2577,4,4,6,1.5,1,0.24,5,0.8333,0.0,0.21,weather
975,1075,135.07,0.0,1.0,3,3,0,0.0,1,0.4,5,0.7143,0.6,0.32,aqi
976,1076,132.56,22.71,0.8287,5,5,1,0.2,1,1.18,2,0.2222,1.0,0.59,weather
977,1077,127.14,16.57,0.8697,6,6,1,0.1667,1,2.56,2,0.0513,1.0,0.82,curfew
978,1078,129.16,22.15,0.8285,5,5,3,0.6,1,0.91,2,0.0741,1.0,0.61,aqi
979,1079,126.19,103.86,0.177,3,3,4,1.3333,1,0.12,6,2.0,0.0,0.13,weather
980,1080,101.26,16.05,0.8415,5,5,0,0.0,1,1.1,2,0.2222,1.0,0.68,curfew
981,1081,92.74,19.44,0.7904,6,6,2,0.3333,1,0.52,1,0.0385,1.0,0.88,curfew
982,1082,133.54,39.22,0.7063,6,6,0,0.0,1,1.33,2,0.0392,1.0,0.45,weather
983,1083,125.18,104.08,0.1686,6,6,6,1.0,1,0.08,2,0.25,0.0,0.48,weather
984,1084,136.13,14.83,0.8911,4,4,2,0.5,1,1.62,1,0.0833,1.0,0.55,curfew
985,1085,92.4,31.38,0.6604,6,6,3,0.5,1,1.1,2,0.0465,1.0,0.44,weather
986,1086,95.84,10.45,0.891,6,6,2,0.3333,1,1.87,1,0.1111,1.0,0.45,aqi
987,1087,99.69,18.4,0.8154,5,5,2,0.4,1,1.38,0,0.0,1.0,0.76,aqi
988,1088,148.71,32.89,0.7788,6,6,3,0.5,1,2.13,0,0.0,1.0,0.89,aqi
989,1089,114.54,94.79,0.1724,5,5,5,1.0,1,0.22,6,0.6667,0.3333,0.25,aqi
990,1090,142.64,39.74,0.7214,5,5,0,0.0,1,2.05,0,0.0,1.0,0.77,weather
991,1091,99.27,13.16,0.8674,3,3,3,1.0,1,0.9,0,0.0,1.0,0.51,aqi
992,1092,117.95,29.27,0.7518,5,5,3,0.6,1,0.77,2,0.1333,1.0,0.45,aqi
993,1093,114.09,11.93,0.8954,4,4,2,0.5,1,2.99,0,0.0,1.0,0.75,aqi
994,1094,122.7,28.97,0.7639,6,6,1,0.1667,0,22.8,6,1.0,0.0,0.5,aqi
995,1095,148.71,78.54,0.4719,5,5,5,1.0,1,0.43,4,0.5714,0.25,0.35,weather
996,1096,94.9,104.95,0.0,5,5,7,1.4,1,0.44,3,0.3333,0.3333,0.17,weather
997,1097,147.8,81.88,0.446,6,6,5,0.8333,1,0.17,5,0.7143,0.6,0.31,weather
998,1098,111.28,30.79,0.7233,6,6,3,0.5,1,2.56,2,0.0513,1.0,0.5,curfew
999,1099,109.42,39.59,0.6382,4,4,2,0.5,1,0.54,0,0.0,1.0,0.65,aqi
1000,1100,121.24,70.15,0.4214,6,6,7,1.1667,1,0.47,5,1.6667,0.0,0.11,weather
